"[(71/9, -37/5, -2/3, 65/9), (15, -6, 28/5, 65/9), (-26, -8, -7, -12), (-68, 95/3, -4, -5), (-33/2, 25/2, 49, 27/4)]","[(-79/10, -31/2, -13/7, 92/9), (41/5, 68/3, 41/7, 8), (-6, 19/7, -31/4, 29/3), (12/5, -13, -41/6, -73/2), (-87/4, 85/4, -85/9, -5/2)]"
"[(-85, -56, -36, -13), (44, -25, 60, -99), (-11, -72, -11, 51), (44, 6, -89, -5), (42, 45, -42, 20)]","[(77, -67, 27, -78), (99, -75, 16, -49), (-6, -71, 59, -50), (-52, -72, 77, -97), (-9, 58, -91, 92)]"
"[(-2, 91, -31, 59, 42), (14, -21, 3, -95, 55)]","[(59, 58, 67, 13, 84), (-41, -94, -86, 91, 91)]"
"[(76, -89, 32, 10), (13, 74, 75, 82), (94, 27, -60, 11), (86, 28, 75, -17)]","[(17, -36, 80, 6), (-1, 34, 66, 93), (7, -69, 8, -73), (-7, 92, -1, -100)]"
"[(-18, -12, -9/8, 71/4), (29, -48, 29/4, 11/9), (9, -19/5, 59/10, 20), (-77/9, 45/8, -1, 20), (-21, 52, 17, 1/10)]","[(8, -19, 15/4, 74/9), (15/2, 29, 41/2, 64/5), (-32, -100/7, -73/6, -11), (-29, 8, 8/5, 33), (89/3, -9, 18, 29/9)]"
"[(-52, -5, -32, 44, 14), (26, 31, -87, -24, -33), (-9, -17, -32, 32, -39)]","[(-17, 92, 47, -99, -10), (54, -4, 45, 30, -47), (-24, -38, 33, -36, -86)]"
"[(-26, 80, 67, 64, -23, 36), (-47, -1, 30, 71, -25, -74), (4, -44, -30, 96, 52, -92), (77, 80, -77, 93, -89, -53), (-33, 47, 98, -93, 89, 43), (-66, -68, 54, -11, -29, -27), (-46, 8, -69, -57, 83, 5)]","[(-14, 83, -35, -32, 66, 44), (11, 89, -36, -44, -11, 54), (-71, 36, -61, 84, -40, 5), (-81, 53, -18, -11, 54, 80), (76, -91, -9, -7, -84, 54), (80, 57, 15, 79, -40, 98), (-91, 24, 17, 7, 69, -46)]"
"[(-86, 35), (-56, 4), (-26, -99), (51, 48), (58, 19), (19, 74), (-42, 17)]","[(-60, -72), (-51, 20), (35, -21), (-62, 82), (59, 59), (-42, 54), (52, 56)]"
"[(15, 70, -1, -2, -13, 30, -21), (-89, 89, -64, 17, -78, -37, 1), (-29, -67, -40, 24, -21, 30, -55), (-34, 66, 53, 22, 73, 27, 27), (24, -51, -55, 76, -82, 70, 92), (-94, -24, -30, -25, -1, 31, 31), (-18, 9, 0, 14, 72, -67, 27)]","[(21, 52, -76, 60, 98, 84, 65), (-1, 45, -39, 62, -5, -64, -23), (-38, -92, -77, -29, -20, -64, 27), (-34, 32, 49, 19, -3, 94, -76), (-4, -31, 24, 58, 10, -19, 4), (29, -62, 13, -62, -71, 70, -15), (40, -95, 74, -17, -71, -83, -94)]"
"[(57, 20, 25, 67, -36, 91, 41, -3, 41, -66, 45, 17, 20, 1, -73), (8, 30, -41, -28, -45, -85, -88, -26, -15, -1, 65, -67, -73, -15, -56), (-10, -84, 25, 37, 28, 16, 55, 8, -34, 52, -32, 12, -61, -46, -81)]","[(73, -68, 91, -26, -75, 20, -64, -27, 41, 50, -76, -97, 69, -62, -92), (10, 87, -79, 34, 92, -15, 90, 72, -75, -57, -50, -43, 80, -93, -58), (-77, 25, -63, -13, 92, 44, -82, 12, 64, 87, 79, 69, 79, 4, -34)]"
"[(3, -9, 50, -51, -53, 1, 43), (55, 84, 68, -49, 38, -66, 40), (-82, -29, 89, -45, 91, 73, 50), (-33, -48, 71, -68, -21, -76, 20), (-52, -13, -70, -33, -88, 38, 16), (31, 24, -20, -54, 90, -49, 77), (21, 87, 76, -72, -73, 82, 77)]","[(45, 95, 76, -12, 90, -29, -21), (-91, -24, 78, -37, -50, -55, 73), (-76, -87, 3, 59, 41, -85, -46), (7, -97, -38, -64, 30, 77, -16), (66, 97, -63, 48, -66, -47, 15), (5, 44, -22, -23, -40, -69, 58), (-89, -47, -63, 92, -64, -75, 25)]"
"[(27/2, -13, 2), (44/3, 92/5, 23/9), (-28, 1/10, -9), (41/10, 73/10, 23/9), (56/9, -7/3, -57/8), (-19/8, 25/2, -28/9)]","[(29/6, -3, 96/5), (10, -65, 77/8), (-53/8, 7/2, -10), (3, -98/9, 88), (-17, -61/10, 59/6), (-61/6, 94/5, 26/7)]"
"[(-2, 60), (97, 15), (73, 59), (16, 60), (-4, -57), (13, -27)]","[(-47, 42), (-80, -97), (-71, -62), (55, 37), (-55, -26), (-1, 74)]"
"[(-59/9, -41/3, 21, -1/3, -15/2, -41/5), (-46, -85/9, -57, 16, 71/7, 47/3), (5, 7, 42, -29/3, 68/9, -37/4), (9, -29, -49, -78, -12, 89/5), (4/5, -47/5, -99/2, -32/5, 46, 25/3), (23/3, -37/2, 46/9, 77/10, 35/4, -25/4)]","[(95/8, -2, 93/5, 72, -44, -32/3), (47, 37/5, 12, 11, -65/3, 38/5), (63/8, -9/2, 27/7, -29/2, 47, -22/3), (-46/5, -9, 2, -47/3, -37, 0), (-6, 10, 20/3, 25/2, 25/2, -74/9), (-19/2, 67/6, 1/7, 20, -21/5, -17/9)]"
"[(76, 7/2, 11/3, 27/7, 88/5, -18, 24/5), (-23/6, 3, 53/9, 5/2, -26, -4, 42), (-74/9, 3, -10, 2, 43/5, -59/7, -50/7), (-52/5, -33/2, -95, 49/4, -77/6, -19, 90), (59/2, -45/8, 9/2, -29/3, 32/5, 16, 5), (64/7, 26/3, -13/10, 1/6, 24, -16/3, -56), (34/3, -80, 27/7, 5/6, 5/4, 46, 19/9)]","[(32/9, 13/2, 0, 31, 31, -10, 0), (-6, 20/7, 85/2, -7, 10, 94, 56/3), (28, 43/2, 11/8, -19/3, 70/3, 95/6, -46/7), (3/2, 26, 33/4, -36, -6, 46/9, -25/8), (5/2, 43/7, -90/7, 3/4, 91/5, -36, 90/7), (62/7, 75, 55/9, 87, 47/4, 38, -11/3), (33/2, -31, -49/10, -21, -55/9, 67/3, -26/5)]"
"[(-11, -16, 23/2, 60/7, 66/7, -17/2), (-8, -89, 30, 19/2, -22, -78), (46/5, 85, -7, -44/3, -28/5, 27), (76/7, 7/4, 64/5, 4/5, -43/5, -38/3), (19, -67/5, 5/2, 1/2, -28, -47/3), (12/7, 15/4, -60/7, -24, -45, -13), (47/4, 92/5, 89, 57/7, -16, 91/5), (-28, -31, 23/2, -71/2, -7/3, -91/3)]","[(10, 55/2, 43/3, 43/2, 10/3, 20), (-17/2, 94/5, -31, 26/5, 11/2, 17/9), (-5/8, 16/5, -54, 10/9, -91/3, -3), (-38/9, 39/10, 79/3, -49, 36, -26/3), (3, -6, -9, 17/5, -1, -46/5), (61/7, -21/5, 96/5, 18/5, 13/2, -84), (-16, 87/4, 83, 33/8, -18, 49), (-55, 14/3, -9, -43/2, 41/2, -81)]"
"[(-57, -77, -84, 70, -19, 59, -9), (10, 18, 69, 11, 11, -59, 25), (93, -43, -25, -85, -55, 82, 50), (72, -11, -22, -5, 93, -44, -89), (60, 48, 4, -38, -20, 98, -6), (55, -51, 69, -12, -27, -41, -34), (73, -18, -14, -99, 28, 89, 96), (53, -23, -17, -94, 36, 21, 41), (-92, 43, -100, -20, 80, 99, -91), (48, -45, -100, 17, 88, -17, 1)]","[(88, -81, 81, 35, 50, 64, -57), (-73, -79, 92, -25, 46, 86, 90), (66, -61, 30, -21, 18, 93, 77), (-97, -29, -91, -75, 44, 50, 96), (1, -31, -36, -26, 6, 32, -61), (90, 82, -13, -80, -47, 34, -78), (87, -52, -39, 12, 50, -65, 28), (-44, -60, 57, -31, 53, 81, 0), (47, 1, 27, -84, 4, -44, -2), (-76, 44, 70, 54, 8, 46, -85)]"
"[(89, 53, 71, -54, -53, -16, 88, 7), (-85, -38, 54, 99, 13, -20, -7, 98), (67, -85, 72, 94, 32, -67, -35, -53), (-13, 50, 97, -67, -81, 48, 55, 93), (-11, -6, -61, 40, 69, -11, 17, 96), (-43, 31, -18, 35, -22, 60, 71, 6), (17, -34, 43, -78, 44, -85, 86, -10), (42, -93, 37, 55, 47, -56, 64, 24), (-53, -96, -7, 22, 2, -12, 87, 28)]","[(19, 66, -80, -26, 42, -64, 33, -65), (66, -32, 80, -15, -5, 44, 69, 18), (-78, 1, -1, 18, 18, -26, -90, -61), (-43, 10, -28, -44, 22, -43, 15, -33), (32, 27, -55, 77, 53, 65, -75, 76), (95, 63, 45, 45, 79, 41, 22, -13), (1, -55, 10, 98, 18, -37, 88, -48), (48, 4, -23, 94, 81, -81, -65, 93), (26, -10, 65, 82, -4, -100, -46, -4)]"
"[(-10, 13, -40, 84, -27, -33, 47, 42, 14), (73, 98, 27, -87, -50, -54, 98, 80, 82), (65, -24, -84, 23, -2, 49, -5, 25, -98), (-19, -52, 65, -18, -4, -45, -71, 53, 92), (-39, -14, -99, 78, -18, 69, 28, 50, -34), (-100, -73, 12, 14, -78, 18, 4, 83, 6), (-48, 49, 97, 72, 6, 15, 96, 75, -26), (-87, 35, -16, 14, 23, 65, 72, -17, -65), (61, -64, -25, -87, 70, 8, 98, -76, -33), (45, 76, 90, -67, -31, 61, -21, 45, 40)]","[(-85, 97, 2, 13, 57, -88, 27, 25, -2), (-62, -46, -99, -81, 37, -94, 69, -38, -76), (85, 40, 80, -42, -69, -17, 86, -19, -56), (72, -43, -62, 92, 1, -40, 24, -46, 85), (-63, 61, -100, -19, -6, 90, -43, 59, -53), (29, 18, -24, -48, 36, -2, 45, -57, -23), (66, 72, 49, -51, 82, 8, 64, 17, 84), (-68, 60, -6, 3, -19, -9, 74, -86, -29), (77, 36, -86, -30, -54, -76, 12, 89, 21), (-83, -89, -87, 60, 35, -11, -88, 84, 9)]"
"[(85, 14, -42, 57, -20), (-89, -67, 99, 99, -10), (-21, -14, 32, 62, -55), (44, 62, 81, -1, 52), (36, 79, -19, 45, 55), (72, -35, 11, -89, -51), (-35, 56, -57, -59, 98), (-9, 62, -63, -28, 18), (31, 18, 83, -86, -45), (-66, 57, -57, -54, 28)]","[(69, -41, -40, 29, 98), (13, 48, 62, -6, 72), (45, -1, 13, -36, 43), (-72, 79, -52, -78, 76), (94, -82, -37, 30, 25), (32, -32, 99, 60, -86), (-64, 18, 52, 82, -36), (81, 76, -70, 25, -20), (87, 22, -80, -35, -13), (-15, -52, 49, -20, 86)]"
"[(15, 8, -19, -88, -56, -5, -42, 92, 37), (1, 35, 15, 70, -76, -11, 78, -62, 54), (-54, -13, 69, 98, 20, -98, -66, -98, 62), (-75, -64, 97, -8, -84, 67, -22, 7, -75), (-91, 32, 9, -89, -7, 98, 50, -81, -53), (-29, -41, 54, -19, 58, -98, 70, -97, -81), (40, -54, 65, 22, -32, -79, -50, -9, 64)]","[(-68, 34, 36, 6, 75, 35, -43, 21, 13), (-17, -2, 83, -67, -87, 27, -87, -56, -87), (52, -66, -25, -28, 71, 71, -25, 45, -45), (73, 97, -24, 30, 42, 51, -86, -56, 54), (10, 1, 65, 0, -86, 79, 17, -66, -48), (97, 79, 23, 93, -31, 2, 68, 34, 41), (9, -72, -86, -29, 44, 78, -95, -97, 25)]"
"[(-70, 40, -88, 73, -65, -7, -22, 17, -39), (13, 66, -4, 3, -99, 28, 98, -98, 59), (3, -20, -41, 55, -70, 88, -52, -56, 82), (89, 91, 47, 3, 28, 97, -57, 6, 53), (-19, 74, -93, -91, -48, -99, 56, -12, 85), (18, 14, -82, -37, 62, 14, -91, -78, 48), (-83, 12, 99, -31, -61, 46, 51, 10, 71)]","[(-44, 92, -58, 92, -51, 17, -46, 12, 38), (-92, 50, -98, 11, -40, 69, -54, 27, 25), (31, 86, 62, 68, 99, -89, -43, -79, -74), (-81, 19, 55, -99, -9, -25, 70, 24, 69), (-100, 36, 6, 40, -74, 82, -99, 38, 42), (2, 94, -90, 70, 1, -29, 49, 40, -97), (87, -68, 61, -73, -50, 96, -69, -83, -22)]"
"[(5/2, -9, 87/4), (-13/2, 86/5, -16), (15, 90, -73), (44/3, 2, -89/8), (9, -1/4, -15/4), (-10, -38/3, -1/3), (-47/5, -7/4, 37/7), (-50, 75/7, -37/4), (-77/10, 77/2, -57), (-77, 1, 59/2)]","[(4/7, -89/5, 42), (91/9, 33/4, 2), (-68/7, 68, 34/3), (79/7, 83/6, -97), (-81/8, 44, 44/5), (6, -32/9, -87/4), (1/3, -93, -27), (-9/10, -85/7, 76), (46/5, 45/7, -29/9), (23/6, 56, -11)]"
"[(-63, -79, 4), (68, 40, -78), (-73, 32, 55), (-11, 4, -76), (95, 98, 72), (95, 3, 86)]","[(-81, -66, 69), (-81, -50, -95), (-90, 84, -32), (88, -13, 74), (97, -38, 29), (28, 73, -73)]"
"[(-36, -28, 82, 1, -25), (-100, 70, -75, 57, -32)]","[(45, -78, 7, 74, -77), (-62, -6, 13, 13, 11)]"
"[(-24, 67, -19, -83), (-98, 89, -90, 66), (-12, 62, 86, 59), (56, 21, -5, -71)]","[(23, 9, -68, -85), (-72, -71, 8, 12), (-25, -35, -72, -25), (-78, -59, 66, -3)]"
"[(-97, 65, 70, -41, -66, 47, 66, 43), (68, 98, -87, -74, 60, -82, 45, 32), (47, 68, 21, 43, 84, -7, -8, -10), (96, 94, -56, -7, 37, 89, -28, 64), (-41, -95, -64, 20, 50, 18, 33, -10), (-76, -66, 79, -27, 70, 85, 2, -87), (-70, -48, 67, 16, 81, 9, 57, -42)]","[(-52, -20, 86, 89, -51, -96, -53, 38), (-91, 87, 53, 87, 8, 79, 31, 74), (78, -49, 97, -95, 60, 76, -77, 62), (-6, 19, 73, 42, 40, 40, 78, 56), (60, 81, -10, -8, 40, 31, -14, 60), (58, 0, -42, -15, 91, -5, -89, 53), (71, 77, 11, -34, 17, -28, -25, -4)]"
"[(-44/3, 5, -2, 61/6, 43/7, 49), (73, 35/8, -37/2, -97/5, -15, -28/3), (90, 69/10, -20, 77/5, -14/9, 8), (-13, -46/3, 89/6, 30/7, 11/4, 5/2), (-97/8, -92/9, -12, 3/5, -9/2, 20), (-50, -22/3, 81, -78/7, 4/9, -15), (0, -5, 43/10, -8, 74, 39/2)]","[(71/8, 99/10, 7, -24/5, 58, -1/3), (-21/8, -93/10, 34, 8, 77, 16), (-26, -23/2, 15, 15, -47, -10), (27/2, 5/2, -6, -15, -17, 17), (87/7, 23, -81/2, -23/2, 17/4, -62/5), (-13/10, -9, -79, 53/7, 10/3, -11), (29/2, 3/4, 41/7, 21, 71/8, 5/8)]"
"[(-78, 64, -88, -60, -85, -97), (-88, -56, 59, 41, 22, 69), (41, 41, 59, 69, -98, 53), (32, 13, -73, 7, 8, 40)]","[(-76, -59, -57, 73, 95, -73), (-96, 52, -84, -34, -25, -22), (60, 24, 80, -9, 11, 41), (-28, 44, -57, -23, -37, -87)]"
"[(-51, 17, -39, 20, 1, 6, 29, 91, -14), (39, 48, 73, 82, -75, 11, 62, 77, 90), (74, 56, 56, 22, -77, -25, 49, -79, -74), (-49, 39, -33, 38, 21, -56, 21, -10, -6), (-86, -53, 61, -16, -54, 65, 65, 63, -53), (-93, -13, -70, -56, -2, 66, -3, -5, 10), (-85, -11, 76, 72, 28, 8, 56, -97, 53), (81, 95, -70, 49, 32, 13, -87, 49, 80)]","[(88, -46, 23, -74, 28, 52, -77, -15, 39), (-42, 32, -10, -85, -77, -59, 45, -19, 45), (-48, -85, 48, 68, 45, 20, 80, 86, -4), (-59, 28, 13, -71, -86, 64, -38, -57, -29), (65, -81, -62, -92, -8, 82, -75, 8, -16), (57, -48, 28, -36, -25, -58, -6, 53, -12), (34, 65, 71, 86, -96, -99, 40, 62, -6), (91, 51, 95, -56, 86, -38, 34, -56, 99)]"
"[(49, 17, 87, -95, -57, -30), (-94, -52, -56, -86, -33, -28), (-33, 25, -55, -94, 57, -98), (57, 79, 86, 81, 79, 40), (90, -21, 44, -77, 47, 64), (98, -21, 81, 99, -6, 40)]","[(-61, -18, 76, 76, 7, -24), (15, 42, -55, -82, -44, 19), (-19, -87, 13, 76, -18, 1), (-100, 9, -9, 2, -42, 15), (67, -86, 14, -92, 58, 84), (34, 26, 42, 96, -51, -34)]"
"[(-20, 88, -21, 7, 58, -92, -35), (-53, -3, -60, 39, -19, -53, -29), (-61, -17, -87, -82, -48, -92, -4), (-90, -41, -30, 69, 70, 28, 20), (-29, 28, -44, 37, -68, -46, -31), (15, -55, -36, -24, -16, 88, 79), (-39, 78, -91, 40, -88, 41, -25), (93, 66, 74, 92, 70, 86, 51), (-69, 53, 74, -88, 98, 30, -40)]","[(-45, 43, -88, -12, -45, -64, 70), (12, 71, 38, -9, -39, -63, -56), (-62, -45, -22, -47, -28, 30, 43), (11, -88, 96, 76, 15, 38, 40), (56, 15, -49, -45, 66, -60, 58), (92, -59, 10, 98, -82, 58, -15), (-53, -63, -9, 17, -58, -26, -22), (-45, -69, 98, 8, 29, -12, 22), (-95, -56, -92, -5, 86, -75, 87)]"
"[(42, -36, 98, -51, 19, -61, 76), (-18, 14, 44, 81, -72, 53, 12), (21, -47, -27, -43, 19, 72, 9), (-38, -59, -51, -35, -61, -27, -89)]","[(-95, 45, -41, -33, 98, -93, -42), (-100, 31, -52, 68, -28, -21, -4), (53, -54, 50, 78, 17, 80, -99), (32, -5, -85, -20, -71, -54, 9)]"
"[(-87, 9, -78, 12, 40, -87, 0, -94), (20, -13, 39, -69, -86, 6, -26, 0), (30, -52, 50, 94, 94, -97, 38, -69), (-100, 65, -72, -24, -97, -20, -89, -2), (36, 60, -95, 36, 10, -12, 85, -25), (-15, -55, 59, 96, -38, -97, -1, 51), (96, -76, -41, -83, -67, -15, -27, -51), (-96, 93, -42, 67, 31, -12, 39, -94)]","[(33, -35, 5, -14, 61, 73, 82, 81), (-62, 56, 57, 18, 69, -91, 11, 41), (86, -84, 60, 41, -91, 11, 15, -99), (-39, -7, 23, 97, -78, -85, 1, -45), (-79, 41, -4, 61, -99, -4, -91, -12), (89, -63, -40, -31, -44, 15, -74, -45), (-47, -63, -21, 95, 79, 23, -62, 47), (97, 5, -49, 82, -57, -22, 98, -24)]"
"[(-1, 46), (53, -26), (22, 96), (82, -39), (-73, 96), (43, 44), (-71, -56), (73, -67), (0, 77)]","[(-92, 76), (43, 34), (5, 40), (52, 43), (-9, -15), (46, -69), (-6, -10), (-86, -6), (-61, 61)]"
"[(-42, -47/3, 12, 65/2, -3), (-23/5, 4, 27/2, -61/4, -62/7), (-19/2, 0, -91/10, -71/2, 83), (-41/5, -55/3, 7/5, 4, 3), (-30, 9/2, -74/7, -19, 81/8)]","[(-85/9, 14/5, -82/9, 3, 19/4), (-38/7, -1, -53/2, 57/7, -4/3), (-7/9, -46, -98/5, -45/4, -31/6), (-37/2, 10, 49, -19, 23), (-58/9, -4/9, -29/5, -22, -1/3)]"
"[(62, -17, -77, 51, -5, 80, -55, -38), (-78, -8, -45, 66, -35, 21, 88, 29), (-42, -33, -31, -73, 35, 16, -73, -20), (49, -22, -95, -80, -39, 11, -91, -11), (91, -62, -83, -54, -32, 67, -73, 54), (86, 6, 67, -20, -77, -64, -25, 4), (-13, -39, -100, 41, -69, 52, 86, 74)]","[(-30, -18, 1, 77, -85, 97, -46, -54), (81, 37, 19, 15, -51, 98, 46, -65), (3, -75, -75, 66, 66, 12, -87, 2), (46, 95, -44, 58, 36, -34, -57, -58), (63, 98, -30, 82, -76, -37, -54, -69), (0, 15, 54, 17, 66, 80, 75, 47), (32, -71, -83, -86, 17, -86, -56, -91)]"
"[(44/5, 47, -32/3, -18/7, 31/3, -7/3, -67/8, -71/4), (-14/3, 88, -75/4, 40/3, -43/2, 25/2, -8, -25/7), (-75, -63/8, -80/9, 49/8, -12, 3/4, 85/3, 91/3), (4, 58, 65/8, -29/4, -79/7, 13/6, -39, 62/3), (54/7, -8, -15/2, 9, 34/3, 13, 77, 32/3), (18/5, -47/4, 77/3, -45, -6/7, -93, 5, -15), (-86, -18/5, -32/5, -31/7, 39/10, 5/2, 74/3, 8), (-53, -8, -8, -75/8, -76/9, 54, 96, -17/2), (0, 29/4, 97/3, -64/9, -46/9, -85/8, 51/8, -47/4)]","[(-13, -35, -71, 65/2, -100/3, 3, -33/5, -32/3), (-1/2, 5/3, 50/3, -19/5, 7, 7/2, 27/5, 23/4), (-39/5, 12, 48/7, -95/8, 11/3, 19, -7, -4/3), (7/4, 23/5, 67/10, -71/5, -29/2, -46, -19/2, -7/3), (4, -43/10, -49/3, 72, 5/3, -64/9, 19, -62/7), (49/8, 81/10, 34/9, -12, -9/7, 60/7, 26, 33/4), (-39/5, -71/7, 29/6, -76/9, -37/5, 2, -77, -66/5), (-51/8, 54, 95/4, 53/4, 46/5, 11/4, -22/9, 78), (-100, -21/2, 8, 81/5, -5, -6, -7/10, -61/8)]"
"[(97, -17, 62, 81, -96, 15, 5, 83, 62, 34), (10, 95, 83, -18, -44, 71, -83, 9, -14, -98), (84, 29, -66, -87, 99, 8, 6, 93, -68, 58), (-69, -65, -58, 48, 58, -84, -98, -59, -92, 28), (24, -75, -31, -63, -41, 66, -100, 68, 19, 37), (16, 28, -65, 51, -70, 0, -41, -48, 97, 5), (27, 59, -21, -74, 31, 22, -82, 6, -11, 18), (-98, -2, 6, 23, -100, -50, 52, -74, 41, -96)]","[(70, 68, -79, -48, -94, -87, -88, -31, -5, 4), (27, 9, 34, 76, 92, 92, -49, 23, -79, 12), (44, -19, 42, 7, -67, -2, -5, -84, -21, 55), (-7, -40, -96, -50, 91, 17, 98, -50, -17, 3), (99, -16, 40, -17, 17, 31, 71, -7, 70, -57), (9, -53, -72, -52, 35, -42, 70, 2, -15, -64), (-44, -68, -23, 57, -75, 5, -16, -6, 91, -92), (63, -71, -71, -59, 72, -38, 70, -77, 10, 94)]"
"[(-17/4, 8, -1/2, -72/7, -23/6, 75/8, 3/10, -84/5, -41/2), (-47, 67/6, -97/5, 43, -14/3, -1/7, -17/5, -9/4, 59/6), (-17/2, 47/6, -25/6, 46/7, -27/4, 27/7, -5, -53, -43/10), (-100/3, 27, -55/7, -48/7, -93/8, -83/8, -12, 86/5, -76/5), (-4/3, -77, 53, 16, -88/3, 77, -38, 81/5, 50/7), (42, -25, 15/7, 41, 9/2, -22/3, 13/2, 60, 10/9)]","[(87/8, 55/6, -81/8, -75/4, 12, -21/5, -11/7, 43/8, -19/3), (-7/8, 26, 83/3, -71/6, 5/3, 0, 84, 23, 5), (-18, 9, 33/7, 61/4, 74, 10, 49/8, -11/7, -39), (75/4, 11/3, 73/9, 20, -3, -48/5, -31/10, 91/9, 61/4), (-67/10, -15/2, 27/7, -77/6, -33, 57/7, -2/5, -17, -97), (-69/4, 26/3, -63, -16/7, 5, 99/2, 17/5, 73/10, -57)]"
"[(-83, 39, -73, 62, -48, -41, 75, 11), (-8, 23, -35, -11, 61, 0, -84, -59), (60, 74, -40, -18, -27, 79, -35, -43), (44, 60, 55, -59, 13, -86, 9, -69), (81, 77, -28, 96, -38, -14, -87, -73), (42, 25, 98, 19, -56, 79, -61, 71), (65, 23, 82, -23, -71, 29, 40, 38), (-21, 67, -98, 23, -93, -34, 66, 97)]","[(-75, 34, 81, -62, 46, 37, 61, 90), (42, 24, 28, 23, 18, -47, -82, -64), (-76, -33, -48, 16, -4, 55, -16, -88), (-58, -20, 85, -48, 33, 52, 69, -82), (-68, -18, 5, 97, -4, -71, 13, -12), (-93, -8, 72, -16, -11, 92, -57, 22), (-75, -27, 66, 49, -20, -12, 73, 93), (-27, 43, 25, -90, 82, -11, -38, 90)]"
"[(94, 55, -52, 27, -84, 63, -7), (-22, -88, -16, 17, -86, 6, -7), (59, -21, -6, 90, -5, 23, -22)]","[(18, -59, 93, -60, -63, 49, 6), (-24, 55, -83, 72, -4, -95, 6), (60, -73, 69, -44, 50, 89, 73)]"
"[(-75, 18, 45, 33), (42, -8, -77, -18), (83, 18, 11, 40), (-10, -38, 76, -9)]","[(62, 64, 87, 51), (-41, -27, -69, 52), (-17, 25, -97, -82), (30, 31, -1, 50)]"
"[(34, -29, 34, -73, -28, -8, 52, 10, -5, 70), (83, 10, -70, -21, -32, -10, 60, -6, 95, 43), (30, -74, 30, 13, -80, 36, 96, -69, 56, -60), (97, -72, -63, 51, 63, -19, 99, -11, 10, -70), (59, 61, -59, 54, -86, 12, 42, -66, -56, 89), (23, -38, -51, -44, -10, -24, 63, -28, 87, 7), (87, -14, 96, -71, 25, -63, -33, -21, -78, -18), (-83, 14, 46, -21, -77, -23, -51, -84, 72, 87), (30, 99, -50, 9, -63, -86, 37, -98, -41, 9)]","[(-63, -99, 94, 32, -47, -94, -43, -24, 1, 40), (-70, 34, 76, 12, -87, 81, -96, 63, 9, 54), (-57, -34, 35, 6, -50, -6, 9, -12, 89, 67), (6, -69, -73, -56, -70, -54, -100, -44, -7, 6), (-98, -29, -97, 61, -3, -41, -29, -88, -69, -41), (-36, -23, 87, 90, -7, -28, 97, 48, 27, -75), (17, 7, -79, -72, 2, -57, 58, -13, 82, -65), (27, -93, -88, -85, -21, -7, -47, 87, -8, -65), (-69, 39, 87, 77, 28, -57, 12, -74, 44, -53)]"
"[(70, 61, -29, 36, -63, 48, -49, 63, -28, 29), (71, -100, -47, 65, -64, 77, -31, -52, 80, -4), (86, 47, 22, -40, 41, -42, -42, -87, -22, -13), (-72, -57, 76, -62, 12, 36, -88, 0, 71, 55)]","[(95, -95, -15, -36, 94, 31, 56, 44, -43, -48), (26, -63, -57, 97, -58, -34, -97, 97, 13, -94), (-67, -56, 86, -24, 53, -21, -32, 76, -71, 43), (92, -90, -59, -6, -57, -32, 81, 24, 20, -80)]"
